title,price,url,img
"VAZ (LADA) Granta 1.6 MT, 2017, 139 000 km",630 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_139_000_km_4371188334,https://50.img.avito.st/image/1/1.NkxLP7aAmqVdnzikKx9uInKemKH5iJ6l-e_7ofk8mwf-nJ6_XZ84pP0.ZXEPxBZZkKfHav0KexNtLzOGYnRFkZcuB-v2uG0Gdsk
LADA Granta v kredit ili pod vykup,27 214 R za mesiats,https://www.avito.ru/derbent/predlozheniya_uslug/lada_granta_v_kredit_ili_pod_vykup_4263392474,https://10.img.avito.st/image/1/1.LCfIz7aAgM7ebyLPnOdTMPFugsp6eITOeh_hynrMgWx9bITU3m8iz34.2t81gbMX_1szvNe6bv18PrVIRnFe1661nHm_BBeA8Sk
Arenda avto pod vykup,1 500 R za den',https://www.avito.ru/derbent/predlozheniya_uslug/arenda_avto_pod_vykup_3954899187,https://20.img.avito.st/image/1/1.ugIFQraAFusT4rTqfWytFTzjFO-39RLrt5J377dBF0mw4RLxE-K06rM.bBlfII_pHtZo8fsDmIdWVAGKuXzwB2py5tqRqEozJ-o
Prokat avto (mkpp/akpp),1 800 R za den',https://www.avito.ru/derbent/predlozheniya_uslug/prokat_avto_mkppakpp_2381026017,https://00.img.avito.st/image/1/1.9CJzlraAWMtlNvrKF4n4Ehc0Ws_BIVzLwUY5z8GVWWnGNVzRZTb6ysU.4lvZdwMN2HeFJV7dyx6838XbOkU2ngwgafVBSD3cJ34
"VAZ (LADA) Granta 1.6 MT, 2020, 107 875 km",820 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2020_107_875_km_4042786377,https://70.img.avito.st/image/1/1.3YdI4baAcW5eQdNvfoL433FAc2r6VnVu-jEQavricMz9QnV0XkHTb_4.lZYEuxpi2WYe-y3wOum7hRRN1Tqw3XRS-oqontRBTl0
"VAZ (LADA) Granta 1.6 MT, 2019, 135 000 km",750 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2019_135_000_km_4190984169,https://90.img.avito.st/image/1/1.x7PmZLaAa1rwxMlb5BPBrcDFaV5U029aVLQKXlRnavhTx29A8MTJW1A.rXwuLMVlHD1CRIRAhMjHscujQ-lQ1k1U3ivmPmm5-lw
"VAZ (LADA) Granta 1.6 MT, 2021, 10 000 km",860 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2021_10_000_km_2596488818,https://90.img.avito.st/image/1/1.Y777hbaBz1ftJW1WsfgRiTwmy1FZIM9RPkXLUe0lbVZNINX1TobOVQ.aIM5Mwk8OrHhyvVyi1v6zEnflreMlSCQdgEVIIB0FZ8
"VAZ (LADA) Granta 1.6 MT, 2017, 150 000 km",620 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_150_000_km_4332514927,https://70.img.avito.st/image/1/1.JiD3JLaAisnhhCjIt1x_HJWGiM1Fk47JRfTrzUUni2tCh47T4YQoyEE.rRjYyyjkWCUFTfF2Ry8uEkj6kUpiC8rHXBj1qcUPm3E
"VAZ (LADA) Granta 1.6 MT, 2023, 14 000 km",920 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2023_14_000_km_4593564105,https://70.img.avito.st/image/1/1.X9oA_raA8zMWXlEyMpNh8zlf8TeySfczsi6SN7L98pG1XfcpFl5RMrY.zQtzKiIzapYSX9HIW4WRYqef5Gl0V_tbzs2BRyv3hno
"VAZ (LADA) Granta 1.6 MT, 2017, 72 000 km",648 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_72_000_km_4403415444,https://90.img.avito.st/image/1/1.lw6-5baAO-eoRZnmnKPkHZBEOeMMUj_nDDVa4wzmOkULRj_9qEWZ5gg.Ui45sXW4Dnk0W7oLOS1wBlC-Nk-Jm65ueobE6oFtYlo
"VAZ (LADA) Granta 1.6 MT, 2017, 190 000 km",530 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_190_000_km_4336216843,https://20.img.avito.st/image/1/1.B9d8kraAqz5qMgk_fqZIlUUzqTrOJa8-zkLKOs6RqpzJMa8kajIJP8o.esy7Zz2o7-Iw_ux7AMUzus9DlbTCAMf-rWqLHod0nMc
"VAZ (LADA) Granta 1.6 MT, 2015, 201 000 km",470 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2015_201_000_km_4126466883,https://30.img.avito.st/image/1/1.h20GY7aAK4QQw4mFBDniT2fBKYC01C-EtLNKgLRgKiazwC-eEMOJhbA._w9RbeQm8EG4STRO6fBiec38Diip2Yz6_slYbQ5sgGI
"VAZ (LADA) Granta 1.6 AT, 2014, 207 000 km",635 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_at_2014_207_000_km_4221234561,https://10.img.avito.st/image/1/1.8hnLUbaAXvDd8fzxozrsQOXwXPR55lrweYE_9HlSX1J-8lrq3fH88X0.DRQb04GSBT1K7e5Fk3I6WUN4Q4etgpx7qfR-bEQ4DBA
"Arenda avto,Arenda minivena,Avtoprokat v Derbente",1 800 R za den',https://www.avito.ru/derbent/predlozheniya_uslug/arenda_avtoarenda_minivenaavtoprokat_v_derbente_4004182867,https://90.img.avito.st/image/1/1.NIBHGraAmGlRujpoIz4EwSC4mm31rZxp9cr5bfUZmcvyuZxzUbo6aPE.jRvOhFU0gqE42qIiU8-YW8aj6wwSY3iMVrOyv2zC4Ek
"VAZ (LADA) Granta 1.6 MT, 2024, 13 500 km",970 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2024_13_500_km_4085360319,https://40.img.avito.st/image/1/1.i1gTD7aAJ7EFr4WwCS3AKjyuJbWhuCOxod9GtaEMJhOmrCOrBa-FsKU.1hxPI7qjM64vFBgNWiuxcq1j0Dv67hZn0a6HzAxZSec
"VAZ (LADA) Granta 1.6 AT, 2014, 200 000 km",580 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_at_2014_200_000_km_4292745415,https://90.img.avito.st/image/1/1.1s2u07aAeiS4c9gljsTyiIByeCAcZH4kHAMbIBzQe4YbcH4-uHPYJRg.i-H5D7g5vVkEyBy_VrqATKvwPsy8BIiamrjMmNPjPG0
Arenda avtomobilia,1 900 R za den',https://www.avito.ru/derbent/predlozheniya_uslug/arenda_avtomobilya_4212102047,https://70.img.avito.st/image/1/1.s7Py5baAH1rkRb1bmLvFu55HHV5AUhtaQDV-XkDmHvhHRhtA5EW9W0Q.P8mgwjcp1zN691DNojjGnQJOUmawqrY7G4o11YyNIzs
"VAZ (LADA) Granta 1.6 MT, 2017, 106 000 km",850 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_106_000_km_2452956009,https://20.img.avito.st/image/1/1.yERWbraAZK1AzsasSjXTC1rMZqnk2WCt5L4FqeRtZQ_jzWC3QM7GrOA.SGOgZv0o1FtZr6Zq-44Tjqq6rmYv2F8YMYJVKpUlt4o
"VAZ (LADA) Granta Cross 1.6 MT, 2023, 9 000 km",1 040 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_cross_1.6_mt_2023_9_000_km_4370936293,https://80.img.avito.st/image/1/1.Rb9ohbaA6VZ-JUtXbvgEp1Ek61LaMu1W2lWIUtqG6PTdJu1MfiVLV94.RRvzNP73sQlglRKvOI3o233sGnF-MmYwP8mqZerdYNo
"VAZ (LADA) Granta 1.6 MT, 2012, 308 000 km",380 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2012_308_000_km_4107125168,https://00.img.avito.st/image/1/1.3Qc2gbaAce4gIdPvAKKYIw4gc-qENnXuhFEQ6oSCcEyDInX0ICHT74A.bRM7QYeU4L03uFlz98zkCb3KN1SFB9ecAfPWg-gsrP4
"VAZ (LADA) Granta 1.6 MT, 2017, 85 000 km",660 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_85_000_km_3782448175,https://70.img.avito.st/image/1/1.c6v9x7aA30LrZ31Dl_4Gr_Nl3UZPcNtCTxe-Rk_E3uBIZNtY62d9Q0s.e78gmWL0sRZOd75zIoo3kGSSyP-xFDUevwokLJCnVcE
"VAZ (LADA) Granta 1.6 MT, 2014, 230 000 km",495 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2014_230_000_km_4293376800,https://40.img.avito.st/image/1/1.DyNvyLaAo8p5aAHLfYxHTEhpoc7df6fK3RjCzt3Lomjaa6fQeWgBy9k.jpN6ZE2hTh8NOjKIXmDazeqGB-zeBqFl39QYEfVTEPM
"VAZ (LADA) Granta 1.6 MT, 2014, 140 908 km",450 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2014_140_908_km_4182542603,https://20.img.avito.st/image/1/1.YV2GuLaAzbSQGG-1yN09eqAZz7A0D8m0NGissDS7zBYzG8mukBhvtTA.0VrwCHbwVJHEMGTx6CmMUgPLlskgUhtRwq_Zuhgou7E
"VAZ (LADA) Granta 1.6 MT, 2023, 16 000 km",1 070 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2023_16_000_km_4103802495,https://20.img.avito.st/image/1/1.VY39nLaA-WTrPFtl2-1U19s9-2BPK_1kT0yYYE-f-MZIP_1-6zxbZUs.JVUTikrz0Y0jUL8PKr7fEwHMyXbcN4vv1NLbvPfmVK8
"VAZ (LADA) Granta 1.6 MT, 2016, 145 000 km",650 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2016_145_000_km_4053793928,https://30.img.avito.st/image/1/1.HagXtLaAsUEBFBNAIbA5onkWs0WlA7VBpWTQRaW3sOOiF7VbARQTQKE.K1F0AY067pMMmX3_-MH44dLVM9U4EflBxknznKvyJsI
"VAZ (LADA) Granta 1.6 MT, 2017, 182 000 km",630 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2017_182_000_km_4458367647,https://50.img.avito.st/image/1/1.e9iqh7aA1zG8J3Uw0NYV8pMm1TUYMNMxGFe2NRiE1pMfJNMrvCd1MBw.IYzThBhysnv3CrEruaxndZbGkZP-Kqd5rdEf0oEHNE8
Zadnii bamper na Lada Granta,4 000 R,https://www.avito.ru/derbent/zapchasti_i_aksessuary/zadniy_bamper_na_lada_granta_4200759980,https://80.img.avito.st/image/1/1.YW6huLaAzYe3GG-G78U-KY4Zz4MTD8mHE2isgxO7zCUUG8mdtxhvhhc.DJktoZz1-8zPmYZs_nDqeDl9kePiV4F83juGn-_Egbs
"VAZ (LADA) Granta 1.6 MT, 2012, 90 000 km",320 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2012_90_000_km_4334401796,https://70.img.avito.st/image/1/1.zenMwLaAYQDaYMMB2qfQyephYwR-d2UAfhAABH7DYKJ5Y2Ua2mDDAXo.1_AA88tRnv8TsuMg325iBgmaDNnnC-f0UXLdk0ILMwY
Podgolovnik na Lada Granta,500 R,https://www.avito.ru/derbent/zapchasti_i_aksessuary/podgolovnik_na_lada_granta_3920790887,https://30.img.avito.st/image/1/1.1-ageLaAew-22NkOghvrqtraeQsSz38PEqgaCxJ7eq0V238VttjZDhY.0iFvvm0M_LwSf5QBuQRjdMuggDcCsmiI4Yb7hDUVEWg
"VAZ (LADA) Granta 1.6 MT, 2023, 1 000 km",1 150 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2023_1_000_km_3563238697,https://30.img.avito.st/image/1/1.c880ELaA3yYisH0nXhE0-Q2x3SKGp9smhsC-IoYT3oSBs9s8IrB9J4I.6rggsWNXsBcIV2oip1l-Zk5EcimOBITtNpYrD01Xk80
Arenda avto,2 200 R za den',https://www.avito.ru/derbent/predlozheniya_uslug/arenda_avto_2569771869,https://40.img.avito.st/image/1/1.HLf3kLaBsF7hMBJfw4RD3jQztFhVNbBYMlC0WOEwEl9BNar8QpOxXA.SxpeVrJhMjSyCTlcOiyXkqYEljQn-jlRrcQKYb70OY0
"VAZ (LADA) Granta 1.6 AT, 2024, 2 000 km",1 365 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_at_2024_2_000_km_4403215821,https://40.img.avito.st/image/1/1.NieNxLaAms6bZDjP7fwwf6tlmMo_c57OPxT7yj_Hm2w4Z57Um2Q4zzs.HnbWiHf-EJr37CJzQYNESHf7A5nPLfyfCv8zMT0RaF4
"VAZ (LADA) Granta 1.6 MT, 2021, 115 000 km",850 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2021_115_000_km_4104497399,https://40.img.avito.st/image/1/1.hWLDaLaAKYvVyIuKxXqpLezJK49x3y2LcbhIj3FrKCl2yy2R1ciLinU.8wmLcAUEO-SrSB5GjYWaJ0pD4QQWeRp7uz_dltqGxhU
"VAZ (LADA) Granta 1.6 MT, 2019, 126 950 km",730 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2019_126_950_km_4524207076,https://80.img.avito.st/image/1/1.7g883raAQuYqfuDnbJnmDAd_QOKOaUbmjg4j4o7dQ0SJfUb8Kn7g54o.U2XUQOsOrJWyaU-2tqZ6-ZlPF9wbiyMpx67VOIfUa4U
"VAZ (LADA) Granta 1.6 MT, 2015, 110 000 km",390 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2015_110_000_km_4187573674,https://70.img.avito.st/image/1/1.y67tU7aAZ0f788VG93j6qNfyZUNf5GNHX4MGQ19QZuVY8GNd-_PFRls.whv7qlhZvQ69SpgfDLS2hxJi-Sp3_8JyeS_UAYFWgjU
"VAZ (LADA) Granta 1.6 MT, 2018, 44 000 km",880 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2018_44_000_km_4139423733,https://00.img.avito.st/image/1/1.cVOvsbaA3bq5EX-7wawXIIEQ374dBtm6HWG8vh2y3BgaEtmguRF_uxk.LUtJC6-oiEKc992LKfX46Yse8KlAtKoz_KfMnfaN_Js
Plastikovye kryl'ia na LADA granta,2 000 R,https://www.avito.ru/derbent/zapchasti_i_aksessuary/plastikovye_krylya_na_lada_granta_4280925188,https://90.img.avito.st/image/1/1.i2-zdLaAJ4al1IWHqSKNIJzVJYIBwyOGAaRGggF3JiQG1yOcpdSFhwU.SGBvvSvuiDlwRQ294fRTxGTyRupFLDB_yMvEWbeywuU
"VAZ (LADA) Granta 1.6 MT, 2021, 74 000 km",840 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2021_74_000_km_3903358468,https://60.img.avito.st/image/1/1.O-9WZraAlwZAxjUHLCpkyTnElQLk0ZMG5Lb2AuRllqTjxZMcQMY1B-A.a7tSoTBJo1Wk2uJ6jTWXabAfx2D4LJcBc1c0I2FVU_k
"VAZ (LADA) Granta 1.6 MT, 2013, 140 000 km",475 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2013_140_000_km_3911961291,https://00.img.avito.st/image/1/1.ZK2f-baAyESJWWpF24QP4P9bykAtTsxELSmpQC36yeYqWsxeiVlqRSk.dFwDf027TzeOTGfSZvttToWacXlpZLp9KfDI4bqqDFA
"VAZ (LADA) Granta 1.6 MT, 2016, 205 000 km",585 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2016_205_000_km_4407774088,https://30.img.avito.st/image/1/1.bnFroLaAwph9AGCZO_lheFIBwJzZF8aY2XCjnNmjwzreA8aCfQBgmd0.7uOhU46WzihDya09UX9C0NIxTOBlagV9WSjPB9OME5c
"VAZ (LADA) Granta 1.6 MT, 2023, 52 000 km",870 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2023_52_000_km_4215543371,https://40.img.avito.st/image/1/1.wp2kYbaAbnSywcx1rDKe-4vAbHAW1mp0FrEPcBZib9YRwmpussHMdRI.fr97YdGH8NmJJ4_ZirxFxhEnfsMjVWAHQ4_Pc1CGuKQ
"VAZ (LADA) Granta 1.6 MT, 2015, 190 000 km",480 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2015_190_000_km_4216777711,https://60.img.avito.st/image/1/1.gaWhwbaALUy3YY9Nr4eQw5hgL0gTdilMExFMSBPCLO4UYilWt2GPTRc.RB2NI0yFBr6TvPBxz2-z0_Z00CWETso2eople_wRLB8
"VAZ (LADA) Granta 1.6 MT, 2015, 158 000 km",599 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2015_158_000_km_4139097073,https://30.img.avito.st/image/1/1.6dv-mraARTLoOuczoIWN9tg7RzZMLUEyTEokNkyZRJBLOUEo6DrnM0g.-YKRgSfctmaDEaDBm1Vz2t7jdaKFjbOAFaC5vDM16gs
"VAZ (LADA) Granta 1.6 MT, 2022, 57 000 km",865 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2022_57_000_km_4377994402,https://90.img.avito.st/image/1/1.OJxLh7aAlHVdJzZ0N4MgpXMmlnH5MJB1-Vf1cfmEldf-JJBvXSc2dP0.5kFzRgLxC_D6edCMNa4cVStdPqx9IQrCk1OMLTf3yZQ
"VAZ (LADA) Granta 1.6 MT, 2019, 116 000 km",730 000 R,https://www.avito.ru/derbent/avtomobili/vaz_lada_granta_1.6_mt_2019_116_000_km_4179185463,https://20.img.avito.st/image/1/1.TqFP3LaA4khZfEBJX-1-8Sp-4Ez9a-ZI_QyDTP3f4-r6f-ZSWXxASfk.ImV1UUaIfGoQgP-roFoi1CqDdnVs2sAXPEaksd_UPNk
